id,proper,ra,dec,mag,con,dist,spect
88,,0.017941,-48.809876,5.71,Phe,181.8182,G8III
107,,0.022255,-50.337373,5.53,Phe,166.3894,M2III
122,,0.026616,-77.065724,4.78,Oct,66.5779,K2III
124,,0.026949,61.222801,5.58,Cas,943.3962,F0III
145,,0.030402,-3.027504,5.13,Psc,139.2758,B7III-IV
154,,0.032672,-6.014072,4.37,Psc,132.4503,M3III
171,,0.036139,27.082256,5.8,Peg,12.1699,G3V
183,,0.038867,-29.720414,5.04,Scl,154.0832,B4V
194,,0.041584,8.485463,5.7,Psc,36.9004,F0V
208,,0.043357,66.098966,5.87,Cas,100000.0,G8III
300,,0.06233,-17.335988,4.55,Cet,83.4725,B9IVn
330,,0.070462,62.287664,5.9,Cas,100000.0,A1III
343,,0.072165,-16.529036,5.78,Cet,90.6618,K0III
355,,0.075033,-10.509523,4.99,Cet,641.0256,K3Ibvar
377,,0.078131,-71.436891,5.59,Tuc,175.4386,B8III
379,,0.078304,67.166445,5.68,Cep,92.6784,K1III
418,,0.085039,61.31397,5.8,Cas,221.7295,B8MNp...
441,,0.088928,-5.707618,4.61,Psc,39.4945,K1III
475,,0.094989,13.396266,5.55,Peg,114.2857,G5III
517,,0.104356,58.436733,5.98,Cas,21.4777,G5V
521,,0.105277,-49.075191,5.7,Phe,25.7136,G1IV...
530,,0.10737,64.196168,5.57,Cas,265.9574,B9III
635,,0.129693,-22.50856,5.93,Cet,78.3699,A1V
654,,0.134303,-33.529326,5.67,Scl,94.9668,K1III
670,,0.138204,-8.824112,5.99,Cet,98.4252,G8III:
676,Alpheratz,0.139791,29.090432,2.07,And,29.7442,B9p
727,,0.150672,18.211963,5.57,Peg,87.4126,G9III
744,Caph,0.152887,59.14978,2.28,Cas,16.7842,F2III-IV
759,,0.155851,-27.987928,5.42,Scl,77.4593,F3V
763,,0.156836,-45.747426,3.88,Phe,44.2087,K0III
811,,0.167278,11.145813,5.54,Psc,93.633,B9V
812,,0.167293,-82.224047,5.29,Oct,78.064,K1/K2III
838,,0.171908,-5.248588,5.84,Psc,58.309,K1III
839,,0.172012,46.072272,5.01,And,377.3585,F2II
871,,0.178565,-12.579897,5.84,Cet,75.0188,K0III
908,,0.187739,-15.467977,4.89,Cet,18.7477,F5V
928,,0.192894,-27.799737,5.41,Scl,243.309,K2III
948,,0.195552,-35.133119,5.24,Scl,21.2766,F3/F5V
981,,0.202773,-17.938278,5.29,Cet,190.8397,K4III
1065,Algenib,0.220598,15.183596,2.83,Peg,120.048,B2IV
1072,,0.222099,-84.993978,5.78,Oct,298.5075,M0/M1III
1084,,0.22524,41.03537,5.71,And,34.904,F0IV
1094,,0.228401,-26.022345,5.94,Scl,396.8254,K5III
1156,,0.241008,-7.780532,5.13,Cet,178.5714,M3IIIvar
1166,,0.243378,20.206702,4.79,Peg,112.8668,M2III
1169,,0.244005,-18.932866,4.44,Cet,137.1742,M1III
1189,,0.248476,-9.569571,5.77,Cet,103.8422,B9V
1286,,0.269126,-31.446394,5.66,Scl,152.207,K2III
1351,,0.282513,61.533185,5.74,Cas,190.1141,G8III
1363,,0.284863,38.681636,4.61,And,94.697,A2V
1369,,0.285845,47.947405,5.86,Cas,343.6426,B7III
1470,,0.305463,36.785224,4.51,And,41.3223,A2V
1490,,0.310625,31.517227,5.88,And,166.6667,A0IV
1559,,0.323799,-8.823921,3.56,Cet,84.1751,K2III
1595,,0.334142,-64.874791,4.23,Tuc,8.5866,F9V
1626,,0.340111,30.935614,5.89,And,159.7444,B7V
1641,,0.343295,8.190271,5.38,Psc,125.0,K3III
1643,,0.344178,-69.624913,5.5,Tuc,97.561,B9V
1653,,0.345978,32.911186,5.79,And,191.9386,K5III
1682,,0.352017,37.968603,5.16,And,48.5437,F5III
1702,,0.357986,-77.426873,5.96,Hyi,174.8252,K3III
1704,,0.358665,-28.981469,5.18,Scl,101.3171,K0III
1724,,0.362853,-20.058024,5.61,Cet,270.2703,M5/M6Ib/II
1916,,0.404348,52.019914,5.58,Cas,306.7485,B5IV
1955,,0.413193,61.831057,5.38,Cas,215.0538,B9III
1977,,0.418445,53.046786,5.72,Cas,158.2278,B9IV
2000,,0.423391,1.939692,5.77,Psc,144.0922,G5III
2016,,0.427916,-77.254247,2.82,Hyi,7.4588,G2IV
2069,,0.436716,-43.679829,3.93,Phe,23.8095,A7V
2076,Ankaa,0.438056,-42.305981,2.4,Phe,25.974,K0III...
2153,,0.454085,-25.54717,5.99,Scl,176.0563,K0III
2204,,0.465472,-33.007167,4.86,Scl,138.5042,M2/M3III
2213,,0.467475,17.893125,5.01,Psc,162.0746,M3IIIvar
2220,,0.470454,44.394452,5.18,And,86.6551,A2Vs
2234,,0.474027,-39.915002,5.42,Phe,115.2074,M0III
2347,,0.500655,-3.957332,5.72,Cet,173.913,M0III
2349,,0.502045,29.751557,5.2,And,62.7746,A7III
2371,,0.505534,59.977554,5.94,Cas,235.8491,B9IIIn
2375,,0.506293,-23.78768,5.17,Cet,53.1067,A3V
2377,,0.507242,-48.21491,5.67,Phe,43.0849,F2V
2466,,0.523594,-48.803514,4.76,Phe,52.9661,A0V
2469,,0.523787,33.581642,5.88,And,116.144,K1III...
2478,,0.525725,-62.958218,4.36,Tuc,41.4079,B9V
2479,,0.525946,-62.965561,4.53,Tuc,51.6529,A2V
2491,,0.528105,52.839526,5.59,Cas,116.8224,K2III
2499,,0.529539,54.522289,4.74,Cas,115.7407,B8Vn
2543,,0.539939,6.955463,5.69,Psc,80.9717,B9.5V
2562,,0.543189,20.294316,5.38,Psc,80.0,K0III
2572,,0.545512,-63.0315,5.07,Tuc,45.5581,A0V
2592,,0.549997,62.931783,4.17,Cas,100000.0,B1Ia
2605,,0.552879,54.894985,5.93,Cas,114.1553,K0III
2655,,0.561401,-29.558278,5.55,Scl,165.0165,K1III
2705,,0.574374,-52.37309,5.57,Phe,25.4842,F3IV-V
2756,,0.587466,-3.592846,5.2,Cet,21.254,F8V...
2781,,0.592454,-0.50561,5.94,Cet,54.4959,F5IV
2796,,0.594767,-48.000907,5.51,Phe,34.8189,F6V
2848,,0.602306,54.16845,5.08,Cas,164.4737,B7III
2870,,0.607595,60.326215,5.78,Cas,100000.0,A4III
2894,,0.612903,44.488587,5.14,And,189.0359,K5III
2897,,0.613142,15.231725,5.89,Psc,318.4713,B2.5IV
2906,,0.61468,33.719344,4.34,And,183.4862,B5V
2914,Fulu,0.616188,53.896909,3.69,Cas,181.8182,B2IV
2935,,0.622393,-24.767267,5.57,Cet,15.4012,K1V+...
2936,,0.622561,35.399501,5.45,And,259.7403,G5III
3025,,0.642602,29.311751,4.34,And,50.226,G5III...
3077,,0.652748,49.354589,5.45,Cas,641.0256,K5III
3086,,0.655462,30.861024,3.27,And,32.352,K3III...
3087,,0.656063,21.250472,5.88,Psc,11.0595,K0V
3130,,0.664428,-44.796293,6.0,Phe,94.162,K1IIICN...
3132,,0.665436,21.438495,5.36,Psc,127.0648,F3V...
3163,,0.673659,-59.454604,5.89,Tuc,24.9563,G1V
3172,Schedar,0.675116,56.537331,2.24,Cas,69.979,K0II-IIIvar
3186,,0.678437,-4.351841,5.9,Cet,144.5087,K0III
3224,,0.68533,39.458664,5.3,And,108.8139,G8III
3238,,0.688766,-46.085007,4.59,Phe,75.358,G8III
3271,,0.69621,-56.501315,5.72,Phe,67.0241,Ap
3292,,0.700953,66.147592,5.83,Cas,158.4786,G9III-IV
3293,,0.701081,50.512526,4.8,Cas,438.5965,B2.5V
3323,,0.707869,-65.46803,5.38,Tuc,41.0341,F6V
3345,,0.711609,-60.262807,5.99,Tuc,70.8215,K5III
3398,,0.722567,-57.46306,4.36,Phe,75.5287,A0IV
3407,,0.724466,47.024546,4.95,Cas,53.6769,A5V
3413,Diphda,0.72649,-17.986605,2.04,Cet,29.5334,K0III
3448,,0.7365,-10.60955,4.77,Cet,71.6332,K0IIIvar
3449,,0.736683,-38.421686,5.9,Scl,103.8422,K1III
3471,,0.740612,47.863984,5.66,Cas,191.2046,B5V...
3496,,0.74542,48.284364,4.48,Cas,215.5172,B5III
3497,,0.745666,-22.006135,5.22,Cet,26.7451,F0V
3513,,0.749187,-42.676558,5.94,Phe,64.3915,A7V
3536,,0.754774,55.221396,5.41,Cas,98.8142,A2Vs
3564,,0.760862,74.988073,5.64,Cas,93.0233,A2IV
3575,,0.76265,-47.551985,5.8,Phe,15.1584,G5IV
3599,,0.769929,-22.522097,5.49,Cet,93.2836,G8/K0III
3624,,0.775822,15.475504,5.36,Psc,238.0952,M4III
3667,,0.783738,11.973849,5.51,Psc,86.8056,G8II
3685,,0.788981,24.267178,4.08,And,58.0046,K1II
3689,,0.789898,6.740956,5.98,Psc,141.2429,G8III
3709,,0.795339,-18.061339,5.7,Cet,108.9325,K3III
3713,,0.796119,74.847573,5.42,Cas,236.4066,B8III
3733,,0.800296,-21.722492,5.57,Cet,105.1525,B9V
3742,,0.802487,72.674482,5.86,Cas,61.237,K0IV
3752,,0.804836,7.299928,5.92,Psc,177.6199,G8III
3759,96 G. Psc,0.806382,5.280615,5.74,Psc,7.4549,K2V
3773,,0.809777,-74.923438,5.09,Hyi,64.9351,K5III
3778,,0.811373,7.585079,4.44,Psc,95.4198,K5III
3793,,0.813892,50.968168,4.9,Cas,126.2626,B9III
3802,,0.816308,16.940644,5.07,Psc,23.4522,F8V...
3814,Achird,0.81826,57.815187,3.46,Cas,5.9531,G0V SB
3825,,0.82054,-24.136672,5.9,Cet,57.9039,K0III
3841,,0.823782,-13.561274,5.59,Cet,85.1064,K3III
3871,,0.830234,41.078911,4.53,And,189.3939,B5V SB
3875,,0.831433,27.710286,5.55,Psc,88.574,F5III+...
3899,,0.835443,-10.644326,5.17,Cet,15.753,F7IV-V
3939,,0.844768,-50.986816,5.24,Phe,74.239,F2III
3941,,0.845442,64.247549,5.35,Cas,196.0784,A4V comp SB
4095,,0.877951,-24.005844,5.47,Cet,171.2329,K1III
4137,,0.883471,-1.14426,4.78,Cet,179.8561,M0III
4142,,0.884511,61.12397,4.8,Cas,18.7441,F8V
4190,,0.893839,-62.871352,5.73,Tuc,218.3406,M4III
4257,,0.909785,19.188417,5.8,Psc,108.1081,A1Vn
4273,,0.914667,83.707435,5.59,Cep,87.7193,A4V
4278,,0.916139,23.628335,5.46,And,37.9795,K1IV
4282,,0.916715,58.972698,4.83,Cas,100.7049,K2III
4283,,0.916751,-69.527084,5.45,Tuc,68.0272,G7III
4336,,0.928444,-7.347149,5.88,Cet,184.5018,K5III
4361,,0.933747,-11.266526,5.35,Cet,168.9189,K4III
4412,Castula,0.944432,59.181056,4.62,Cas,61.2745,G8III-IV
4417,Cih,0.945143,60.71674,2.15,Cas,168.3502,B0IV:evar
4426,,0.945885,38.499345,3.86,And,39.7772,A5V
4430,,0.946377,60.362836,5.56,Cas,165.0165,B8V
4453,,0.953445,23.417648,4.4,And,70.4225,G8III-IV
4500,,0.963931,28.992217,5.44,Psc,198.8072,G6III
4542,,0.970615,33.950885,5.99,And,56.3698,K0
4562,,0.975285,66.351793,5.97,Cas,107.4114,A0III
4567,,0.976766,-29.357449,4.3,Scl,238.0952,B7IIIp
4577,,0.978852,-11.379975,5.62,Cet,98.0392,G7III
4665,,1.000988,44.713243,5.69,And,119.0476,B9.5Vn
4760,,1.02174,-38.916527,5.59,Scl,157.4803,K1III
4842,,1.040674,-31.552005,5.5,Scl,71.2251,A1/A2IV
4879,,1.046971,31.804263,5.5,Psc,132.9787,B9.5V
4880,,1.046997,-46.397311,5.39,Phe,73.0994,G8III
4893,,1.048407,41.345157,5.95,And,107.2961,A5m
4896,,1.049058,7.890135,4.27,Psc,55.7414,K0III
4904,,1.050705,-4.836601,5.4,Cet,102.2495,K0III-IV
4951,,1.06028,61.074823,5.92,Cas,613.4969,F0II
4988,,1.06733,52.502161,5.99,Cas,326.7974,K2
5011,,1.072084,61.580184,5.83,Cas,80.7754,F6V
5071,,1.084821,14.946133,5.64,Psc,54.5852,F4II-III
5121,,1.094709,21.473181,5.33,Psc,84.317,A1Vn
5122,,1.094919,21.465442,5.55,Psc,85.9107,A0Vn
5154,,1.101407,-46.718414,3.32,Phe,100000.0,G8IIIvar
5155,,1.10143,-9.839354,5.58,Cet,180.8318,A1V
5257,,1.121838,-61.775289,5.36,Tuc,93.2836,G5III
5285,,1.129502,-9.78555,5.71,Cet,47.1476,F7IV
5289,,1.129957,-41.486916,5.21,Phe,56.9476,A3V
5299,,1.132544,20.739113,5.56,Psc,47.3037,A3V
5306,,1.133559,43.942092,5.04,And,58.9623,A3m
5325,,1.137477,54.92034,5.17,Cas,7.554,G5Vp
5335,,1.1395,5.649819,5.51,Psc,35.2113,F0III-IV
5337,Wurren,1.139742,-55.24576,3.94,Phe,91.5751,B6V + B0V
5350,,1.142627,58.263449,5.77,Cas,184.8429,B8V
5353,,1.143164,-10.182264,3.46,Cet,37.9939,K2III
5361,,1.145613,86.25709,4.24,Cep,85.9107,K2II-III
5423,,1.158368,47.241792,4.26,And,219.7802,B7III
5436,Mirach,1.162194,35.620558,2.07,And,60.5327,M0IIIvar
5443,,1.163667,19.658408,5.57,Psc,115.4734,G0III
5482,,1.17188,42.081475,5.67,And,52.2739,F8V
5483,,1.17207,25.457763,5.81,Psc,120.7729,K5III
5498,,1.175987,2.44567,5.97,Cet,235.2941,K4III
5506,,1.177579,68.778621,5.32,Cas,84.8896,A0Vnn
5530,,1.185017,55.149901,4.34,Cas,40.95,A7Vvar
5532,,1.185213,31.424736,5.15,Psc,147.2754,F0V
5537,,1.186189,37.724121,5.8,And,242.1308,B7III-IV
5554,,1.190428,64.202677,5.56,Cas,124.0695,B9.5V
5559,,1.190894,21.03465,4.66,Psc,117.6471,K0III
5574,,1.194342,30.089638,4.51,Psc,51.7598,K0III-IV...
5577,,1.194829,65.018854,5.57,Cas,119.0476,B9IV
5582,,1.195419,-2.251079,5.93,Cet,171.8213,K4III
5614,,1.204601,79.673963,5.6,Cep,82.85,A3V
5649,,1.212616,-37.856479,5.95,Scl,69.3963,A9IV: (+F/G)
5725,Revati,1.228857,7.575354,5.21,Psc,53.3049,A7IV
5730,,1.229152,24.583713,4.67,Psc,136.7989,K0III...
5766,,1.235453,16.133479,5.97,Psc,139.47,B8III
5786,,1.240011,-7.922826,5.14,Cet,23.3863,F5V
5820,,1.246992,-0.973795,5.7,Cet,42.9185,F5V
5849,,1.253043,-45.531664,4.97,Phe,15.1149,F8V
5884,,1.262704,-68.875927,4.25,Tuc,20.9556,F6IV
5913,,1.269972,71.743842,5.87,Cas,847.4576,K1V
5939,,1.276747,-2.500368,5.42,Cet,80.5802,G5III-IVe
6048,,1.296654,3.614466,5.13,Psc,75.3012,A3V
6179,,1.324443,27.264059,4.74,Psc,94.4287,A3V
6212,,1.330082,-0.509029,5.87,Cet,100.7049,A7V...
6228,,1.334699,58.231611,4.95,Cas,100000.0,F0Ia
6301,,1.352047,28.738207,5.23,Psc,107.4114,K5III
6397,Adhil,1.372337,45.528778,4.87,And,65.7462,K0III-IV
6478,,1.390264,20.468967,5.97,Psc,306.7485,K5
6488,,1.391933,-30.945617,5.84,Scl,299.4012,M0III
6500,,1.394612,37.714943,5.6,And,63.857,A1m
6523,,1.40039,-8.183257,3.6,Cet,34.8918,K0III
6550,,1.405695,-6.914656,5.92,Cet,46.6418,F4V
6578,,1.411329,-41.492549,5.42,Phe,72.2543,K0III
6617,,1.418136,-64.369478,5.92,Hyi,277.0083,M0III
6656,,1.427009,-14.598796,4.9,Cet,88.1834,K2III
6672,Ruchbah,1.430216,60.235283,2.66,Cas,30.4785,A5Vv SB
6678,,1.432208,68.130012,4.72,Cas,59.8086,K0III
6692,,1.437573,19.172346,5.35,Psc,25.2143,F2V:var
6697,,1.438517,43.457739,5.98,And,41.7188,F7V
6718,,1.44491,19.240422,5.5,Psc,85.5432,K1III
6734,,1.447657,-13.056512,5.51,Cet,37.4672,F0V
6799,,1.460915,45.406687,4.83,And,28.6205,F5IV
6853,,1.472759,-43.318234,3.41,Phe,71.6332,K5II-III
6946,,1.49337,-21.629339,5.11,Cet,71.3776,A0V
6985,,1.501695,47.007274,5.27,And,90.1713,K0III
6993,,1.503087,6.14382,4.84,Psc,93.1966,K4III
7002,,1.506362,-26.207851,5.92,Scl,137.931,K2III
7064,,1.520444,70.264604,5.82,Cas,28.9771,F6V
7068,,1.520851,-49.072702,3.93,Phe,43.573,K0III-IV
7083,Alpherg,1.524725,15.345823,3.62,Psc,107.1811,G8III
7104,,1.52868,-30.283081,5.79,Scl,102.3541,K0III
7199,,1.548903,-36.865231,5.49,Scl,84.3882,K1/K2III
7237,,1.557142,58.327334,5.69,Cas,675.6757,K0Ib+...
7262,,1.561899,-7.025341,5.75,Cet,29.5159,G2IV
7280,,1.565528,59.23204,4.68,Cas,63.8162,K0III
7307,,1.571279,37.237146,5.9,And,143.472,B9IV
7331,,1.57716,-15.676359,5.62,Cet,59.3824,A1V
7345,,1.580296,18.460512,5.9,Psc,163.1321,M2III
7433,,1.598542,17.433841,5.95,Psc,58.072,F0IV
7436,,1.599713,-15.400183,5.41,Cet,167.5042,K1III
7449,,1.602361,-29.907317,5.69,Scl,69.3481,F2V
7499,Titawin,1.613299,41.405459,4.1,And,13.4916,F8V
7521,,1.61831,12.141535,5.54,Psc,35.0877,F0V
7554,,1.624389,-84.769593,5.66,Oct,116.6861,K0III
7574,Achernar,1.628556,-57.236757,0.45,Eri,42.7533,B3Vp
7587,,1.631959,-82.974995,5.88,Oct,27.3823,G2V
7593,Nembus,1.633205,48.628213,3.59,And,54.3183,K3III
7603,,1.635435,57.977631,5.55,Cas,534.7594,G5II
7628,,1.640968,-36.528251,5.94,Scl,101.833,K0III
7635,,1.641926,73.04004,5.28,Cas,140.4494,G8II-IIIvar
7664,,1.647718,-21.275384,5.58,Cet,77.2798,F0V
7703,,1.655835,44.386165,5.01,And,76.746,G8III...
7725,,1.661338,16.405858,5.98,Psc,120.1923,K2III
7736,p Eridani,1.663169,-56.1964,5.76,Eri,7.8223,K0V
7803,,1.676337,40.577049,4.96,And,218.3406,B8III
7810,,1.677674,43.297687,5.63,And,69.5894,A9IV:
7869,,1.690526,5.487613,4.45,Psc,111.3586,K3III
7891,,1.694233,30.04712,5.97,Tri,157.7287,K0III
7901,,1.695787,-11.324669,5.75,Cet,39.4477,F5V+...
7903,,1.696383,42.613369,4.96,And,12.7389,G2V
7906,,1.696655,-60.789339,5.7,Hyi,111.4827,K2/K3III
7926,,1.700833,-36.832305,5.7,Scl,93.1099,A0V
7928,,1.700968,35.245707,5.63,Tri,84.246,B9IV-V
7940,,1.702389,-32.32697,5.25,Scl,65.8762,K1II/III
7950,,1.705688,68.043021,5.57,Cas,119.1895,A0p SiSr
7963,,1.708125,-53.740834,5.52,Eri,17.4338,F8V
7966,,1.70827,20.268504,5.24,Psc,7.5324,K1V
7984,,1.712086,-3.6902,4.98,Cet,364.9635,K3II-III
8001,,1.715493,70.622526,5.18,Cas,85.1064,B9V
8031,,1.722151,60.551332,5.78,Cas,320.5128,B8IIIn
8053,,1.727675,50.688732,4.01,Per,220.2643,B2Vpe
8087,,1.734479,-15.93748,3.49,Cet,3.6502,G8V
8183,Torcular,1.756564,9.157736,4.26,Psc,85.6898,K0III
8194,,1.760763,-25.05261,5.29,Scl,28.1136,F2IV
8215,,1.766461,-5.733299,5.37,Cet,168.9189,K4III
8225,,1.76832,-50.816256,5.49,Phe,194.5525,M3III
8226,,1.768392,-53.522037,5.04,Eri,62.0347,A1V
8347,,1.795668,63.852501,5.63,Cas,10.0675,K0V
8372,,1.803038,16.955551,5.86,Ari,84.3882,B9.5V
8388,,1.807227,3.685447,5.91,Psc,98.4252,G9III
8408,,1.810808,37.95287,5.94,And,104.6025,K0III
8417,,1.81155,32.69021,5.78,Tri,27.8552,F8V
8481,,1.826418,-10.68641,4.66,Cet,23.1857,F3III
8527,,1.835714,22.275338,5.83,Ari,179.5332,K1III+...
8571,,1.84777,11.043378,5.92,Ari,42.0168,F2Vw
8576,,1.848459,-50.206138,5.94,Phe,77.1605,A1V
8581,,1.849198,51.933417,5.96,Per,41.684,F5V
8628,Baten Kaitos,1.857676,-10.335038,3.74,Cet,72.0461,K2III
8687,,1.866476,55.147385,5.53,Per,396.8254,B1.5V
8696,,1.869268,50.792794,5.7,Per,147.929,B9p...
8760,,1.881142,-16.92925,5.78,Cet,94.162,F0V
8777,Mothallah,1.884696,29.578829,3.42,Tri,19.4175,F6IV
8795,,1.888152,40.72979,5.42,And,193.4236,K1III
8813,Mesarthim,1.89217,19.293852,3.88,Ari,50.3018,A1p Si
8814,,1.892597,3.187536,4.61,Psc,54.9149,K0III SB
8818,,1.894102,-46.302669,4.39,Phe,104.8218,M4III SB
8863,,1.906122,-42.49695,5.12,Phe,94.0734,A3V
8867,Segin,1.906584,63.670101,3.35,Cas,126.2626,B2pvar
8884,Sheratan,1.910668,20.808035,2.64,Ari,17.9856,A5V...
8909,,1.915572,-67.647303,4.68,Hyi,67.0691,G5III
8974,,1.930844,23.577322,5.76,Ari,170.9402,K1III
8982,,1.9318,37.277786,5.89,And,282.4859,K5III
8989,,1.932564,-51.608896,3.69,Eri,17.8508,G5IV
8990,,1.933337,68.685242,4.97,Cas,215.0538,B8III
9002,,1.935927,37.25183,5.69,And,96.9932,G8III...
9042,,1.944499,-22.526785,4.92,Cet,108.2251,K3III
9076,,1.952792,-47.385277,4.82,Phe,76.1035,G8III
9091,,1.955848,17.817532,5.09,Ari,159.4896,K1p...
9113,,1.962151,27.804381,5.84,Tri,140.2525,M2III
9135,,1.965478,23.596061,4.79,Ari,39.4945,F0V
9203,,1.975973,49.204352,5.7,Per,75.0188,K0IV
9217,,1.979451,-61.569859,2.86,Hyi,22.0119,F0V
9288,,1.993244,21.05857,5.89,Ari,119.9041,K0III-IV
9293,,1.993892,64.621602,5.29,Cas,75.3012,A0Vn
9294,,1.994118,-42.030532,5.57,Phe,89.9281,K1III
9307,,1.996166,-20.824539,5.43,Cet,180.5054,M0/M1III
9328,,2.000084,-21.077831,3.99,Cet,89.7666,K5/M0III
9334,,2.002544,3.097015,5.89,Psc,33.5008,G2IV
9353,,2.007451,-8.523873,5.43,Cet,145.9854,M3III
9420,,2.020759,-30.00183,5.34,For,90.2527,G8III
9439,,2.02844,-44.713509,5.15,Phe,115.0748,K5III
9460,,2.032644,70.90702,4.49,Cas,35.2609,A3IV
9467,Alrescha,2.034117,2.763759,3.82,Psc,46.1681,A2
9485,,2.038359,54.487541,4.99,Per,223.2143,B8III
9513,,2.043077,13.476716,5.97,Ari,206.1856,M2III
9544,,2.047913,64.901466,6.0,Cas,83.8926,A1Vn
9550,,2.049433,33.284135,5.5,Tri,120.048,A2V
9552,,2.049602,-15.305932,5.87,Cet,109.8901,K0II/III
9553,,2.050052,64.390018,5.59,Cas,537.6344,B8Ib
9568,,2.053236,0.128507,5.42,Cet,86.1326,A5III
9577,,2.057268,72.421294,3.95,Cas,48.1696,A2V
9600,,2.060927,25.935471,5.64,Ari,48.7092,F8IV
9601,,2.061247,-4.103516,5.61,Cet,166.113,K5Iab:
9609,,2.063381,-0.340251,5.96,Cet,110.9878,G5V...
9618,Almach,2.064984,42.329725,2.1,And,120.4819,B8V
9655,,2.074844,-29.296819,4.68,For,113.7656,B9.5p (Si)
9706,,2.085315,77.281341,5.27,Cas,33.1565,F0Vn
9741,,2.092103,76.11506,5.22,Cas,122.6994,G8III
9814,,2.109423,22.648317,5.03,Ari,55.6793,A2m
9861,Hamal,2.119555,23.462423,2.01,Ari,20.1776,K2III
9954,,2.141454,37.859077,4.78,And,58.6854,A5IV-V
9967,,2.144606,58.423601,5.66,Per,100000.0,A1Ia
10011,,2.152584,-43.516596,5.84,Phe,159.7444,K1III
10030,,2.157036,25.939892,4.98,Ari,88.4956,F2III
10041,,2.159058,34.987297,3.0,Tri,38.8954,A5III
10133,,2.177109,19.500338,5.68,Ari,171.2329,M3III
10189,,2.189189,8.569805,5.64,Cet,40.7166,G0IV
10192,,2.189507,-10.052162,6.0,Cet,47.5964,F5V
10211,,2.193287,-1.825429,5.94,Cet,119.0476,G9III:
10256,,2.206191,30.303067,4.94,Tri,89.1266,F5V comp SB
10272,,2.210427,24.167778,5.96,Ari,228.833,K0
10281,,2.213206,-2.393637,5.65,Cet,39.6983,F8V
10282,,2.213355,21.210993,5.23,Ari,28.8684,F5V
10296,,2.21513,-30.723825,5.27,For,98.2318,A0V
10300,,2.216665,8.846717,4.36,Cet,117.5088,G8II:
10302,,2.21694,-21.000137,5.86,Cet,106.383,K0III
10304,,2.217584,15.27986,5.72,Ari,146.8429,M0III
10316,,2.220369,44.231652,4.84,And,162.6016,K4III
10342,,2.226728,51.065818,5.31,And,64.9773,G8III:var
10394,,2.237366,-67.841441,5.57,Hyi,238.0952,M1III
10416,,2.242208,-41.166765,5.91,Phe,105.7082,G9III
10489,,2.25794,-67.746366,5.67,Hyi,149.7006,K2III
10510,,2.261884,25.043043,5.57,Ari,51.0725,F6V
10517,,2.262789,25.782937,5.79,Ari,42.1053,F6IV-V
10535,,2.265635,33.358895,5.25,Tri,86.0585,A0V
10578,,2.275154,-51.512165,3.56,Eri,47.1254,B8IV-V
10618,,2.283068,-6.422116,5.51,Cet,102.0408,G8III
10620,,2.284191,34.224231,4.84,Tri,10.784,G0V
10645,,2.288573,33.847194,4.03,Tri,34.4353,A1Vnn
10692,,2.29996,57.89982,5.75,Per,125.9446,K3III
10697,,2.3004,1.757802,5.6,Cet,24.3546,G0.5IV
10703,,2.301275,57.516321,5.99,Per,251.2563,G7III
10706,,2.302094,19.901164,5.58,Ari,137.1742,A1Vn
10766,,2.315831,28.642674,5.29,Tri,115.4734,A2V
10793,,2.321337,47.379973,5.31,And,75.358,A1V
10845,,2.331739,-55.944796,5.81,Hor,189.0359,K5III
10918,,2.349499,50.151466,5.57,And,120.3369,B9p Si
10975,,2.362498,-68.659418,4.08,Hyi,42.8266,A3V
10995,,2.36573,0.395675,5.29,Cet,330.033,M2III
11003,,2.367092,-10.777534,5.43,Cet,29.656,F0V
11007,,2.368051,-17.662169,5.89,Cet,135.6852,K2III
11020,,2.37011,-0.884852,5.42,Cet,80.1282,F0Vn
11034,,2.372621,55.845653,5.16,Per,100000.0,A2Ia
11046,,2.375704,-23.816326,5.19,For,21.9635,G2V
11064,,2.380644,41.396297,5.81,And,47.0146,F0III-IV
11069,,2.38123,-73.645792,5.99,Hyi,97.2763,K0III
11075,,2.381852,-51.092129,5.9,Eri,60.8643,A5V
11193,,2.406919,50.006546,5.19,And,122.399,G8III
11222,,2.413627,10.610565,5.48,Ari,267.3797,B7IV
11231,,2.414987,-60.311947,5.36,Hor,49.3827,F2III
11286,,2.42706,50.278631,4.73,And,113.2503,K4III
11318,,2.432501,-12.29048,4.88,Cet,139.8601,A0V
11321,,2.433431,-15.341247,5.88,Cet,77.0416,Ap SrCrEu
11354,,2.443115,-20.042617,5.89,Cet,84.1043,K2III
11380,,2.449755,-47.70384,4.24,Eri,155.7632,B5IV
11405,,2.457715,31.80128,5.55,Tri,85.2515,K1III:
11449,,2.467139,-33.811039,5.13,For,46.5983,A2/A3V
11457,,2.469317,8.460054,4.3,Cet,59.2066,B9III
11459,,2.469439,29.66933,5.29,Tri,49.8256,F0III
11521,,2.480139,29.93176,5.89,Tri,31.407,G0V
11542,,2.484437,67.402474,4.46,Cas,40.7332,A5p Sr
11643,,2.508986,25.235036,5.88,Ari,51.7598,F6IV
11660,,2.512556,0.255749,6.0,Cet,86.2813,A7III-IVs
11710,,2.525027,2.267182,5.27,Cet,140.8451,K3III
11729,,2.527834,-79.109382,5.27,Hyi,87.0322,G4III
11734,Polaris,2.52975,89.264109,1.97,UMi,132.626,F7:Ib-IIv SB
