id,proper,ra,dec,mag,con,dist,spect
63212,,12.99431,-3.811926,5.79,Vir,77.9423,A3V
63230,,12.998665,66.597272,5.37,Dra,191.5709,K2III
63259,,13.004576,30.785021,4.88,Com,202.4291,K1IIIp
63291,,13.009985,-3.368488,5.99,Vir,100.3009,K2III
63300,,13.012125,56.366338,4.93,UMa,25.4453,F2V
63330,,13.019337,17.123147,5.97,Com,124.6883,K0III
63405,Vindemiatrix,13.036278,10.95915,2.85,Vir,33.6022,G8IIIvar
63411,,13.037759,-71.548855,3.61,Mus,27.8707,K2III
63485,,13.051487,-71.475729,5.93,Mus,306.7485,B1.5IIIne
63521,,13.059256,-49.527264,4.83,Cen,67.6133,A0V
63535,,13.062808,-20.583497,5.58,Vir,28.2087,F7V
63698,,13.095678,35.798899,5.2,CVn,104.3841,B9V
63713,,13.097853,45.26855,5.64,CVn,132.626,K1III
63742,,13.104642,-48.463289,4.71,Cen,119.6172,B5V
63745,,13.105901,21.153397,6.0,Com,49.6771,F4V
63747,,13.106278,22.616187,5.53,Com,225.7336,M5III
63769,,13.109743,-41.588443,5.59,Cen,105.5966,K0II/III
63800,,13.115069,-35.862033,5.63,Cen,76.8049,A0V
63801,,13.11518,-49.906246,4.27,Cen,143.2665,B1.5V
63819,,13.119646,27.624741,4.8,Com,101.626,K5III
63830,,13.123418,-59.86051,5.98,Cen,170.068,B9IV+...
63851,,13.127305,-53.459764,5.7,Cen,100.1001,B8V
63875,,13.131614,-10.740408,5.15,Vir,94.2507,K2III
63891,,13.135321,-65.306023,5.44,Mus,100000.0,WC6 + O9.5I
63919,,13.142352,-8.984385,5.57,Vir,97.0874,K3III
63963,,13.150909,-23.11807,4.94,Hya,70.9723,K0III
63976,,13.153454,10.022468,5.79,Vir,94.518,K0III
64021,,13.162578,-10.329327,5.95,Vir,212.766,K5III
64023,,13.163291,16.848611,5.91,Com,206.1856,K5III
64034,,13.165831,-5.53901,4.38,Vir,96.8054,A1V
64037,Diadem,13.166469,17.529431,4.32,Com,17.8253,F5V
64042,,13.167563,38.498981,5.91,CVn,63.2911,A9III-IV
64128,,13.185805,-42.232891,5.78,Cen,84.8896,F7IV
64144,,13.189789,-43.368553,5.24,Cen,68.1663,K1/K2III
64185,,13.197612,-69.942017,5.92,Mus,42.1053,F3IV/V
64189,,13.197904,27.878183,4.23,Com,9.1291,G0V
64202,,13.200901,-37.803022,4.85,Cen,20.6697,G3V
64203,,13.200984,-16.198601,5.04,Vir,33.9098,F6V
64220,,13.204892,-59.920579,4.58,Cen,116.144,B8V
64240,,13.209145,11.556096,5.76,Vir,257.0694,M0III
64261,,13.21355,-66.226747,5.91,Mus,90.7441,A0V(n)
64310,,13.223156,-50.699829,5.9,Cen,112.2334,B9V
64335,,13.228597,40.152885,4.94,CVn,140.8451,K0III
64372,,13.236361,-19.930947,5.31,Vir,38.9712,G8III/IV
64375,,13.236699,-58.683937,5.91,Cen,109.1703,K0/K1III
64378,,13.237578,-59.103235,4.9,Cen,18.1984,F7IV
64383,,13.238153,-78.447454,5.84,Cha,374.5318,F8Ib
64402,,13.242023,11.331656,5.64,Vir,146.6276,M0III
64418,,13.245361,-48.957022,5.84,Cen,72.1501,K0IV
64456,,13.25416,-67.894589,4.79,Mus,117.3709,B8V
64486,,13.258882,40.855199,5.77,CVn,74.0741,A7V
64520,,13.266322,-19.943103,5.21,Vir,38.4763,K1III
64587,,13.279588,9.424156,5.19,Vir,17.5593,G0Vs
64598,,13.281425,-31.506196,5.1,Cen,78.9889,K0III
64615,,13.286952,-66.783438,4.86,Mus,366.3004,K2Ib/II
64617,,13.2872,-43.979479,5.82,Cen,64.8929,Am
64618,,13.287674,13.675751,5.33,Vir,99.5025,K3III
64639,,13.292379,40.572608,4.72,CVn,81.0373,F3III
64647,,13.293412,5.469869,4.78,Vir,207.0393,M2III
64701,,13.304034,49.682062,5.14,CVn,84.246,A0V
64720,,13.306763,-18.311196,4.74,Vir,8.5551,G5V
64722,,13.307701,34.098304,5.81,CVn,153.6098,K4.5III
64758,,13.315359,-23.171512,2.99,Hya,41.0341,G8III
64867,,13.3386,40.150548,5.6,CVn,156.0062,K1III
64904,,13.343296,-36.712295,2.75,Cen,18.0213,A2V
64907,,13.343843,-52.747825,5.47,Cen,125.3133,B6V
64924,,13.346761,-55.800688,6.0,Cen,100000.0,B0.5Ia
64939,,13.349367,-46.880008,5.76,Cen,126.7427,K1III
64993,,13.361567,2.087243,5.69,Vir,67.7048,A2V
65036,,13.369358,5.154764,5.89,Vir,65.9196,A2m
65042,,13.371191,-52.182956,5.81,Cen,100000.0,B2.5Ib
65066,,13.377211,-60.988393,4.52,Cen,108.6957,B3V
65096,,13.383643,-17.735274,5.36,Vir,93.8086,K0III
65118,,13.388582,-4.924427,5.88,Vir,381.6794,K3III
65173,Mizar,13.398747,54.925362,2.23,UMa,26.3089,A2V
65182,,13.400128,-64.535668,4.52,Cen,79.8085,G5III-IV
65215,,13.40923,-5.16401,5.76,Vir,29.967,F3V
65261,,13.418522,23.854419,5.75,Com,87.4891,A3IV
65263,,13.418694,-74.887818,5.04,Mus,67.7966,K0III
65269,Spica,13.419883,-11.161322,0.98,Vir,76.5697,B1V
65272,Alcor,13.420413,54.987958,3.99,UMa,25.0564,A5V SB
65274,,13.420568,-64.485144,5.32,Cen,39.2003,F2III
65317,,13.430657,-70.627248,5.65,Mus,136.0544,Ap
65330,,13.435483,-39.755107,5.11,Cen,62.3441,Kp...
65332,,13.435566,72.391476,5.82,UMi,359.7122,M1III
65340,,13.436504,-1.192471,5.97,Vir,78.3085,A7III
65345,,13.437943,46.028055,5.88,CVn,126.2626,K0III:
65375,,13.445325,-12.707664,5.27,Vir,134.9528,K5III
65387,,13.448922,-41.497562,5.69,Cen,598.8024,K3III
65389,,13.449205,78.643869,5.74,Cam,87.6424,G2.5IIIb
65433,,13.457546,-15.973578,4.76,Vir,85.9107,K1IIICN...
65515,,13.473837,13.778787,4.97,Vir,17.9856,G5V
65522,,13.474203,59.945787,5.4,UMa,71.3776,A1Vn
65584,,13.486945,10.81831,5.65,Vir,98.2318,K0III
65604,,13.490348,-51.165134,5.04,Cen,155.521,A0V
65729,,13.517405,-39.407307,3.9,Cen,277.7778,G8II/III
65798,,13.532746,-6.255816,4.68,Vir,122.549,M3III
65857,,13.543307,-28.692768,5.69,Hya,71.582,A0/A1V
65883,,13.547679,-15.363012,5.52,Vir,157.7287,K1III
65890,,13.549465,-10.165,5.21,Vir,72.0981,K0III
65989,,13.568698,55.348434,5.6,UMa,91.5751,A0V
65991,,13.56887,3.658967,4.92,Vir,56.6572,A1p SrCrEu
66025,,13.57425,49.015973,4.68,CVn,55.2792,A5V
66038,,13.577903,-13.214324,5.92,Vir,148.1481,A0V
66040,Heze,13.57822,-0.59582,3.38,Vir,22.7118,A3V
66048,,13.579943,37.182415,4.91,CVn,45.6621,F2IV SB
66111,,13.592027,-5.396191,5.7,Vir,97.1817,G6III
66191,,13.61346,-26.495198,5.73,Hya,81.5661,A7V+...
66208,,13.616412,24.613297,5.72,Boo,140.647,M2III
66218,,13.618339,-44.143203,5.96,Cen,127.2265,G8/K0III
66226,,13.619731,71.242252,5.5,UMi,126.1034,K2III
66229,,13.62008,-61.691856,5.63,Cen,35.727,F6V
66245,,13.623189,-46.427879,5.91,Cen,126.4223,B8V
66249,,13.624345,36.294898,4.82,CVn,60.9013,A7III
66353,,13.645021,-29.560867,5.81,Hya,46.2749,F3V
66365,,13.646933,-57.622717,6.0,Cen,100000.0,G5Ib
66424,,13.658472,52.921208,5.46,UMa,53.5906,A3Vn
66430,,13.659616,10.746269,5.57,Boo,59.988,F0V
66446,,13.663488,-40.051708,5.61,Cen,152.207,K2/K3III
66447,,13.664796,-53.466394,2.29,Cen,131.0616,B1III
66456,,13.666622,-49.949956,5.74,Cen,157.4803,M8III
66470,,13.669656,-64.576553,5.79,Cen,69.4444,F3III-IV
66516,,13.677909,19.955719,5.73,Boo,100.6036,A1V
66527,,13.678967,54.681634,4.63,UMa,160.5136,M2IIIvar
66541,,13.682257,-85.786043,5.56,Oct,83.7521,A2m...
66551,,13.683986,22.495768,5.63,Boo,102.9866,G9III
66586,,13.691625,64.822411,5.85,Dra,68.2128,A2V
66591,,13.693549,-8.702984,5.03,Vir,156.25,M2III
66609,,13.695775,-54.559425,4.99,Cen,83.1947,B8Vn+...
66637,,13.700307,-58.787078,5.38,Cen,239.8082,B9IV
66666,,13.706379,82.752408,5.92,Cam,122.549,G9III
66691,,13.71093,78.064437,5.91,UMi,100.7049,G7III:
66695,,13.712063,34.989021,5.98,CVn,146.8429,G5III
66712,,13.715287,-41.401043,5.96,Cen,110.3753,K0III
66713,,13.715587,-56.767971,6.0,Cen,884.9558,B0.5III
66724,,13.717698,3.537903,5.35,Vir,73.0994,K1III
66772,,13.727802,-42.067521,5.96,Cen,613.4969,B8III
66845,,13.741618,-16.179072,5.55,Vir,252.5253,G1IV/V
66931,,13.760249,-26.116009,5.81,Hya,87.0322,A0V
66941,,13.761471,-33.043721,4.23,Cen,19.4024,F3V
66960,,13.765644,-12.426528,5.5,Vir,124.6883,G8III
66982,,13.770435,41.088746,5.88,CVn,52.5486,A5V
66998,,13.771964,38.503626,5.92,CVn,130.719,G9III
67019,,13.776573,54.432679,5.68,UMa,89.0472,B9p EuCr
67023,,13.777604,-51.432766,4.64,Cen,80.5153,G8/K0III
67027,,13.778701,25.702236,5.97,Boo,89.6861,F6IV-V
67032,,13.78232,-36.251933,5.15,Cen,133.8688,A0V
67038,,13.783277,38.542697,5.51,CVn,97.1817,K0III+...
67063,,13.78771,17.456906,4.5,Boo,15.6177,F7V
67076,,13.790386,-17.859839,5.41,Vir,207.4689,M2III
67079,,13.791005,-50.249291,5.92,Cen,64.8508,A3m...
67088,Alkaid,13.792354,49.313265,1.85,UMa,31.8674,B3V SB
67091,,13.794052,-50.320682,5.46,Cen,152.6718,K2III
67171,,13.81076,31.190206,5.61,CVn,87.184,K0III
67244,,13.824091,-34.450776,4.19,Cen,56.1167,M5III
67246,,13.824623,15.797905,4.05,Boo,80.7754,K5IIIvar
67251,,13.825078,-41.687709,3.41,Cen,133.8688,B2IV
67259,,13.826943,-42.473732,3.47,Cen,155.0388,B2IV-Ve
67267,,13.828564,21.264105,4.92,Boo,123.0012,K4III
67272,,13.829296,61.489313,5.97,UMa,125.7862,G3V
67281,,13.831191,-18.134168,4.96,Vir,74.9064,K0III
67332,,13.840189,5.497224,6.0,Vir,154.7988,K0
67392,,13.85256,34.664399,5.89,CVn,207.9002,M2III
67414,,13.857205,64.723272,4.58,Dra,113.8952,M3III
67449,,13.863117,-46.898666,5.77,Cen,487.8049,B2Vp
67450,,13.863174,-69.401258,5.73,Cir,223.2143,K5/M0III
67451,,13.863188,34.44424,4.76,CVn,184.1621,K5III
67455,,13.863779,-32.994089,4.32,Cen,105.3741,B5
67489,,13.868021,-52.81153,5.26,Cen,79.6813,B9Vn
67568,,13.886192,28.648131,5.91,CVn,65.7462,A7V
67572,,13.886817,-31.927612,4.75,Cen,195.3125,B4IV
67573,,13.886925,17.932868,5.71,Boo,211.4165,G5III
67605,,13.892437,-35.664248,5.53,Cen,52.2739,F3V
67622,,13.895306,-53.373323,5.87,Cen,276.2431,B5III
67634,,13.897507,53.728677,5.7,UMa,146.8429,A0V
67647,,13.899234,-47.128164,5.83,Cen,100000.0,B2IIIe
67711,Muphrid,13.911411,18.397717,2.68,Boo,11.396,G0IV
67713,,13.911707,-1.503125,5.16,Vir,75.5858,K2III
67726,,13.913646,-67.6521,5.74,Cir,289.0173,K2III
67757,,13.920042,-52.160822,5.66,Cen,108.2251,B8V
67786,,13.925667,-47.288375,2.55,Cen,117.096,B2.5IV
67794,,13.927493,-82.66619,5.95,Cha,245.7002,K2/K3III:p
67862,,13.938837,-46.592948,5.82,Cen,97.561,K0IV
67875,,13.941077,1.050581,5.9,Vir,90.2527,A8V
67883,,13.942489,-54.704665,6.0,Cen,38.6997,G8V
67885,,13.942827,27.492082,5.02,Boo,178.2531,K3IIIvar
67973,,13.960809,-63.686696,4.71,Cen,64.2674,K4III
68027,,13.971186,-42.100753,3.83,Cen,161.0306,B2IV
68051,,13.975319,-24.972249,5.2,Hya,102.0408,B8V
68058,,13.977479,21.696219,5.76,Boo,144.7178,A0Vs
68064,,13.977987,-44.803584,3.87,Cen,131.0616,B2IV-V
68115,,13.988187,-50.369647,5.92,Cen,106.1571,G8/K0III
68172,,14.000037,-25.010403,5.77,Hya,55.991,F6V
68238,,14.014596,-66.26891,5.96,Cir,76.1035,F0V
68280,,14.022341,8.894906,5.98,Boo,82.85,A2V
68302,,14.027443,1.544532,4.23,Vir,68.9655,A3V
68305,,14.028748,-45.603421,4.34,Cen,389.1051,F6II
68363,,14.039662,-27.429773,5.47,Hya,134.7709,K2/K3III
68450,,14.057371,-56.213434,5.93,Cen,167.2241,K2III
68483,Hadar,14.063729,-60.373039,0.61,Cen,120.1923,B1III
68537,Thuban,14.073165,64.37585,3.67,Dra,92.9368,A0III SB
68596,,14.088903,-76.796752,5.69,Aps,113.1222,M6.5III
68642,,14.10077,-41.179633,4.36,Cen,156.4945,B2V
68675,,14.106193,-26.682361,3.25,Hya,30.9598,K2III
68714,Menkent,14.111395,-36.369954,2.06,Cen,18.0343,K0IIIb
68720,,14.111896,-9.313515,5.46,Vir,58.0383,F2IV
68818,,14.132154,43.854452,5.13,Boo,157.2327,M4.2III
68848,,14.138145,49.458167,5.26,Boo,168.3502,M2III
68892,,14.147498,77.547514,4.8,UMi,140.056,K3III
68954,,14.159734,-51.504672,5.96,Cen,251.2563,B9IV
68971,,14.165242,-53.438946,4.74,Cen,55.9284,G8III
69004,,14.173315,25.091677,4.82,Boo,37.4251,F9IVw
69047,,14.18069,-16.30203,4.93,Vir,141.2429,M1III
69151,,14.201122,69.432548,5.18,UMi,131.2336,M2III
69167,,14.20439,2.409433,4.99,Vir,79.1766,B9p Si
69193,,14.212785,-27.261186,5.07,Hya,66.7111,K2III
69205,Kang,14.214929,-10.273702,4.18,Vir,78.125,K3III
69240,,14.221226,-53.665674,5.53,Cen,653.5948,K5III+...
69261,,14.224718,51.789965,4.53,Boo,50.1002,A8IV
69271,,14.227997,-0.845463,5.89,Vir,59.3824,F7Vw
69313,,14.234773,12.959444,5.53,Boo,33.9213,F6IV
69376,,14.245191,-41.837495,5.61,Cen,136.612,G8III
69390,,14.247458,10.10061,5.29,Boo,81.2348,K1III
69396,,14.249208,-57.086126,5.03,Cen,147.7105,B4Vne
69436,,14.256691,-18.20069,5.53,Vir,75.643,A0V
69451,Arcturus,14.26103,19.18241,-0.05,Boo,11.2575,K2IIIp
69479,Syrma,14.266908,-6.000547,4.07,Vir,22.237,F7V
69491,,14.269439,51.367231,4.75,Boo,29.0698,A9V
69510,Xuange,14.273074,46.088305,4.18,Boo,30.3582,A0sh
69541,,14.277423,-66.587894,5.72,Cir,400.0,B1.5III
69606,,14.291237,15.26338,5.84,Boo,233.6449,M3III
69656,,14.29995,35.509505,4.8,Boo,71.582,K1III
69673,,14.303877,-81.00776,4.89,Aps,42.337,A2m...
69706,,14.310627,-18.715968,5.86,Vir,102.0408,Ap Si(Cr)
69742,,14.316922,-25.815426,5.87,Hya,18.0343,F7Vw
69751,Khambalia,14.318498,-13.371095,4.52,Vir,57.1755,A1V
69766,,14.321188,13.004299,5.41,Boo,26.096,F5IV
69772,,14.323302,-37.002907,5.93,Cen,73.4754,A1V
69773,,14.323396,-46.058093,3.55,Lup,103.6269,B2.5IV
69789,,14.325689,-2.265518,5.14,Vir,80.1925,G9III
69804,,14.329233,16.306948,4.84,Boo,57.3394,K3III
69813,,14.331002,-61.272972,5.22,Cen,48.3559,Am
69831,,14.336029,-43.058843,5.55,Lup,113.1222,G8III
69846,,14.338763,-56.386497,4.3,Cen,375.9398,B6Ib
69867,,14.342623,-37.885295,4.05,Cen,79.3651,A0IV
69881,,14.345159,-45.18706,4.78,Lup,43.554,F0IV
70020,,14.372145,-34.786792,5.57,Cen,420.1681,B8V
70025,,14.373108,-80.108945,5.06,Aps,197.6285,B4V
70041,,14.376971,-58.459117,4.76,Cen,117.5088,G8/K1 + F/G
70077,,14.383956,-39.511819,4.41,Cen,140.2525,B2V
70083,,14.384942,-27.754017,4.78,Hya,48.2625,K3III
70104,,14.389638,8.446617,4.86,Boo,65.9196,A0V
70140,,14.396834,-53.176233,5.99,Lup,112.9944,K1III
70161,,14.400243,8.243969,5.94,Boo,135.5014,A3V
70177,,14.403151,5.820131,5.1,Vir,48.7567,A5V
70246,,14.413508,-24.80631,5.34,Lib,140.647,K0III
70269,,14.418426,-68.195333,5.56,Cir,621.118,A3Ib
70274,,14.419967,51.850744,4.04,Boo,14.5307,F7V
70351,,14.435619,-45.221424,4.56,Lup,334.4482,B2IV
70353,,14.436336,-45.379276,4.33,Lup,97.8474,A7:+...
70380,,14.440935,19.2269,5.4,Boo,89.1266,F0m
70415,,14.448801,-83.667884,4.31,Oct,91.659,K2III
70434,,14.451973,-65.821646,5.87,Cir,277.0083,K3III
70440,,14.453392,-46.134254,5.83,Lup,67.8426,Am
70470,,14.458758,75.695993,4.25,UMi,110.011,K4III
70530,,14.469564,-29.491638,4.97,Hya,120.6273,B7/B8V
70532,Elgafar,14.470038,-2.227957,4.81,Vir,36.2582,G2III
70568,,14.477197,49.844851,5.58,Boo,100.0,G3IV
70572,,14.478256,-6.900536,5.42,Vir,191.5709,K5III
70670,,14.497366,0.828929,5.96,Vir,79.3021,A5IV
70691,,14.502399,-45.321355,5.51,Lup,146.1988,B8Vn
70707,,14.505823,-49.519018,5.38,Lup,62.3441,A1V
70762,,14.519678,-38.869708,5.99,Cen,96.6184,K1III
70777,,14.521224,-67.717197,5.84,Cir,76.0456,K1III
70828,,14.5305,30.371437,3.57,Boo,49.0918,K3III
70851,Seginus,14.534636,38.308253,3.04,Boo,26.6099,A7IIIvar
70869,,14.538953,26.677284,6.0,Boo,73.6377,A7Vn
70885,,14.541926,55.39801,5.74,Dra,190.1141,K5III
70889,,14.542374,22.260059,5.91,Boo,54.0249,F2IV
70895,,14.543629,-50.457157,4.44,Lup,176.3668,B2III
70958,,14.558325,-52.679522,5.86,Lup,100.3009,K0III
70959,,14.559004,-54.998628,5.86,Lup,76.4526,F6IV-V
71054,,14.577676,49.368354,5.74,Boo,262.4672,M1III
71058,,14.578,29.74513,4.47,Boo,15.8328,F3Vwvar
71125,,14.591786,-42.157824,2.33,Cen,93.7207,B1Vn + A
71127,,14.592079,-41.517436,5.88,Cen,112.4859,B6V
71193,,14.605288,-46.245451,5.55,Lup,214.5923,K3III
71227,,14.61226,-40.21158,5.74,Cen,147.4926,B8V
71274,,14.622266,-46.133439,5.39,Lup,418.41,K0III
71310,,14.631454,-49.425828,4.05,Lup,96.8992,B5V
71342,,14.636837,43.64213,5.74,Boo,276.2431,K2III
71345,,14.637219,18.298379,5.9,Boo,99.0099,K2III:
71347,,14.63756,54.023339,5.83,Boo,110.2536,A1V
71392,,14.647289,44.4045,5.39,Boo,57.0125,A1V
71453,Toliman,14.660346,-60.8383,1.35,Cen,1.3248,K1V
71456,Rigil Kentaurus,14.660765,-60.833976,-0.01,Cen,1.3248,G2V
71533,,14.678442,13.534325,5.93,Boo,50.813,F0V
71536,,14.678768,16.418324,4.49,Boo,93.7207,B9p MnHg
71557,,14.683721,-36.134858,5.67,Cen,189.7533,Ap Si
71569,,14.68582,13.7283,3.78,Boo,53.8793,A3IVn
71606,,14.694097,8.161764,4.86,Boo,164.7446,G8IIIvar
71611,,14.695423,11.660662,5.55,Boo,123.6094,G8III
71634,,14.698823,-47.3882,2.3,Lup,142.4501,B1.5III
71639,,14.699332,-37.793498,4.01,Cen,103.9501,B2.5V
71682,,14.708492,-64.975138,3.18,Cir,16.57,F1Vp
71731,,14.717673,-5.658207,3.87,Vir,18.2715,F2III
71748,,14.720431,-24.997753,5.7,Lib,152.439,B9.5V
71769,,14.723712,26.52785,4.8,Boo,215.9827,M3III
71783,,14.727624,-35.173655,4.06,Cen,64.2261,K3III
71786,,14.72901,40.459254,5.72,Boo,209.6436,K4III
71878,,14.749778,-35.191826,4.92,Cen,65.703,A0V
71879,Izar,14.749784,27.074222,2.35,Boo,62.1118,A0
71899,,14.754017,16.96428,4.6,Boo,74.5156,K0III
71905,,14.754802,-62.875648,5.36,Cir,48.4496,A7Vn
71928,,14.75839,0.717271,5.68,Vir,151.2859,B9.5V
71971,,14.766691,-25.443181,5.15,Hya,30.2847,F0V + G/K
71982,,14.768319,15.131788,5.78,Boo,247.5248,M5III
71984,,14.768547,-23.153018,5.8,Lib,103.7344,K0III
71994,,14.770812,1.892885,3.73,Vir,41.2371,A0V
72024,,14.774724,-47.441116,5.74,Lup,93.7207,A1V
72064,,14.783694,-52.383518,5.22,Lup,79.6813,G6III
72070,,14.784747,-38.290639,5.9,Cen,153.6098,K3III
72097,,14.789599,-25.624267,5.61,Hya,227.7904,B9IV/V
72131,,14.795779,-26.0875,5.23,Hya,109.7695,G8/K0III
72144,,14.797701,-79.044751,3.83,Aps,136.9863,K5III
72152,,14.799322,-26.646155,5.76,Hya,137.1742,B9.5V
72206,,14.810569,-36.634697,5.89,Cen,157.7287,M5III
72212,,14.812377,-66.593563,5.91,Cir,431.0345,B2.5V
72261,Merga,14.821853,46.116205,5.76,Boo,48.9956,F7IVw
72262,,14.821874,-24.25147,5.68,Lib,310.559,K3III+...
72263,,14.821959,-14.149022,5.32,Lib,72.9395,Ap
72298,,14.828143,48.720804,5.68,Boo,68.5871,F6V+...
72326,,14.832888,28.615832,5.8,Boo,98.4252,A4V
72341,,14.837723,23.911844,5.86,Boo,18.1719,G2V
72345,,14.838147,-27.960371,4.42,Hya,101.5228,K3III
72347,,14.838814,82.511944,5.63,UMi,43.29,F9V
72356,,14.841577,37.272047,5.47,Boo,64.3501,K0III-IV
72377,,14.844773,-15.997237,5.15,Lib,22.9779,F3V
72380,Kochab,14.845105,74.155505,2.07,UMi,40.1445,K4IIIvar
72396,Zubenelgenubi,14.847977,-16.041778,2.75,Lib,23.2396,A3IV
72404,,14.850298,-2.29915,4.93,Lib,67.0241,G8...
72432,,14.856493,19.10046,4.54,Boo,6.7123,G8V + K4V
72437,,14.857362,59.293985,5.48,Dra,138.8889,K4III
72456,,14.860641,-43.575359,4.32,Lup,123.9157,B5IV
72546,,14.876462,-63.809827,5.91,Cir,505.0505,F8II + A/F
72573,,14.880855,-37.80316,5.02,Cen,150.8296,B7II/III
72606,,14.887097,-73.190071,5.59,Aps,101.0101,G5III
72622,,14.889939,19.152798,6.0,Boo,11.5101,K2V
72702,,14.905592,-24.642202,5.27,Lib,127.8772,K2/K3III
72707,,14.906354,-11.898348,5.78,Lib,103.3058,G7III
72732,,14.910532,-33.300575,5.85,Cen,320.5128,K2III
72809,,14.926287,-60.114164,5.18,Cir,49.4315,K1III
72822,,14.929085,-33.855785,5.32,Cen,77.821,A0V
72860,,14.937008,14.446266,5.9,Boo,183.1502,A0V
72868,,14.938123,-52.809548,5.38,Lup,61.5006,A2III
72873,,14.939724,49.628449,5.63,Boo,25.1067,F7V
72884,,14.942239,-47.879198,5.62,Lup,169.2047,B+...
72901,,14.945554,-62.781016,5.08,Cir,462.963,B4Vnp
72906,,14.946142,-11.409701,5.48,Lib,168.3502,K4III
72938,,14.953055,-4.346462,4.47,Lib,26.9034,F0V
72939,,14.953244,16.388128,5.72,Boo,163.1321,G5III:
72957,,14.957765,-21.415475,5.72,Lib,5.8404,K4V
72966,,14.959236,-0.167612,5.51,Vir,89.3655,K1III
72972,,14.959743,65.93246,4.63,UMi,140.8451,M5III
72996,,14.964755,-76.662655,5.37,Aps,114.8106,K4III
73046,,14.975537,-43.13396,2.68,Lup,117.3709,B2III
73056,,14.977572,-27.657314,5.65,Hya,113.1222,A6IV
73083,,14.98155,-11.144014,5.88,Lib,95.057,K3III-IV
73107,,14.986025,-42.104194,3.13,Cen,117.5088,B2IV
73123,,14.989754,4.567761,5.91,Vir,215.0538,M1III
73142,,14.993598,39.265333,5.64,Boo,51.4933,F1III-IV
73188,,15.003147,-77.16055,5.92,Aps,233.6449,G8II
73246,,15.016208,-8.518943,4.91,Lib,90.009,B9.5V
73265,,15.020303,-38.058398,5.88,Cen,119.7605,K2/K3III
73270,,15.022174,-2.754927,5.52,Lib,227.7904,M0III
73280,,15.024195,60.204453,5.91,Dra,105.7082,A4V
73308,,15.030255,-0.140295,5.71,Vir,704.2254,M2III
73312,,15.030754,-83.227646,5.65,Oct,120.7729,G8/K0III
73327,Nekkar,15.032436,40.390566,3.49,Boo,69.0608,G8III
73338,,15.035119,-28.060611,5.83,Hya,101.7294,A4IV
73340,,15.035141,25.008138,4.8,Boo,113.8952,K4III
73392,,15.048344,2.091303,4.39,Vir,59.9161,K0III
73396,,15.049799,-32.643294,5.45,Lup,118.9061,B3V
73406,,15.051683,35.205795,5.52,Boo,85.8369,G8III:
73467,,15.063174,47.65406,4.83,Boo,12.5078,G2V + G2V
73486,Brachium,15.067839,-25.281965,3.25,Lib,88.4173,M3/M4III
73517,,15.074098,26.947649,4.52,Boo,75.4148,K2III
73544,,15.079711,-83.038311,5.65,Oct,598.8024,G8Ib
73548,,15.08003,-64.03135,5.16,Cir,84.6024,G8III
73579,,15.085303,-47.051245,3.91,Lup,135.8696,B5
73598,,15.088656,-41.067236,5.13,Lup,108.2251,G8III
73613,,15.090515,48.150972,5.59,Boo,84.1043,A1V
73681,,15.104638,54.556318,5.24,Boo,78.9266,G8III
73709,,15.109222,-30.918483,5.97,Lup,121.3592,Ap Si
73717,,15.110444,-16.256818,5.19,Lib,213.2196,K5III
73768,,15.121682,24.869195,4.93,Boo,19.5542,F5V
73778,,15.123874,-49.088612,5.77,Lup,103.5197,G8III
73838,,15.136703,-40.58393,5.75,Lup,110.742,B8IV Si
73859,,15.139939,26.301152,5.67,Boo,158.7302,K2III
73868,,15.143212,25.108635,5.82,Boo,143.0615,K1III
73872,,15.144223,-42.867921,5.85,Lup,118.7648,B7V
73889,,15.147394,-45.279857,4.07,Lup,238.0952,B3V
73956,,15.15831,-67.084133,5.76,TrA,100000.0,F8Iab-Ib
73996,,15.168702,-38.792511,5.98,Lup,131.406,G6III
74011,,15.171843,-26.332621,5.75,Lib,130.3781,K0III
74068,,15.185777,-84.787812,5.88,Oct,97.1817,B9.5V
74078,,15.187773,-55.346032,5.45,Lup,662.2517,G2Ib/II
74148,,15.198918,-48.737819,3.88,Lup,55.1876,B9V
74153,,15.199363,-48.743687,5.7,Lup,77.7605,A3IV
74158,,15.201184,18.976031,5.9,Ser,221.7295,M4III
74164,,15.203692,-19.79171,4.54,Lib,116.4144,Asp...
74167,,15.20476,-52.099247,3.41,Lup,35.9712,G8III
74221,,15.213776,-44.500414,4.83,Lup,154.5595,B3IV
74311,,15.231476,-26.193569,5.84,Lib,305.8104,G8/K0II
74333,,15.235011,31.787845,5.98,Boo,203.252,K5
74354,,15.238658,-70.079476,5.75,TrA,359.7122,N0v
74368,,15.241435,29.164295,5.28,Boo,77.3994,A2V
74376,,15.2437,-31.519121,4.91,Lup,598.8024,F3III
74377,,15.243926,67.346722,5.15,UMi,25.3421,F9IV
74421,,15.253154,4.939362,5.32,Ser,114.4165,K0III
74438,,15.258376,33.314833,3.46,Boo,37.3413,G8III
74461,,15.263633,0.372139,5.62,Ser,46.1467,A4V
74468,,15.264907,-48.073661,5.96,Lup,49.8753,A3m
74479,,15.267785,-41.491155,5.15,Lup,540.5405,F:+...
74503,,15.273059,-22.399416,5.52,Lib,144.7178,K2III
74521,,15.276859,-60.903996,5.74,Cir,515.4639,B0.5V
74549,,15.282471,-60.957255,5.04,Cir,100000.0,O8.5V
